order_id,customer_id,customer_name,customer_email,customer_city,product_name,category,sub_category,brand,size,color,gender,mrp,price,quantity,total_amount,order_date,rating,review_text,review_count,payment_method,delivery_status,delivery_days,is_returned,return_reason,coupon_applied,discount_amount,is_myntra_insider,order_date_str
MY515831,CUST72228,Customer_A826,user8463@example.com,Ahmedabad,Plum Skincare Set,Ethnic Wear,Kurtas,Anouk,7,Orange,Female,2263.51,1499.0,5,7495.0,2026-04-02 01:51:00.135969,4.0,,314,Gift Card,Out for Delivery,5,False,,FESTIVE40,381.89689122649054,False,2026-04-02
MY254803,CUST23324,Customer_A816,user3687@example.com,Pune,Forest Essentials Cream,Sports Wear,Sports Bra,,XXL,Green,Unisex,3934.65,2499.0,4,9996.0,2026-02-25 01:51:00.135969,1.0,,499,UPI,Out for Delivery,9,False,,SUMMER30,495.38226332856976,True,2026-02-25
MY260479,CUST40337,Customer_E427,user790@example.com,Delhi,Libas Lehenga,Beauty & Personal Care,Fragrances,Sassafras,L,Teal,Male,13192.22,8999.0,1,8999.0,2025-06-18 01:51:00.135969,1.0,Delivery was late,434,Gift Card,Delivered,1,True,Damaged,,0.0,False,2025-06-18
MY749172,CUST27765,Customer_A918,user3539@example.com,Ahmedabad,Bata Sandals,Accessories,Hats,Vero Moda,3XL,Pink,Female,2432.03,1299.0,3,3897.0,2025-05-31 01:51:00.135969,5.0,,65,Debit Card,Returned,18,False,,WELCOME20,173.87464863773008,False,2025-05-31
MY266931,CUST91704,Customer_E690,user4576@example.com,Pune,American Tourister Bag,Sports Wear,Sports Bra,Manyavar,5XL,Grey,Female,6535.47,3999.0,5,19995.0,2025-07-14 01:51:00.135969,4.0,,449,Credit Card,Delivered,12,False,,,0.0,False,2025-07-14
MY779882,CUST90344,Customer_E901,user7205@example.com,Delhi,Puma Gym T-Shirt,Footwear,Sandals,Lakme,6,Teal,Unisex,1407.07,999.0,1,999.0,2025-05-19 01:51:00.135969,5.0,Great product!,255,Net Banking,Delivered,18,False,,,0.0,True,2025-05-19
MY867236,CUST14994,Customer_E688,user6012@example.com,Hyderabad,Levis Jeans,Sports Wear,Sports Bra,Manyavar,4XL,Pink,Male,3431.1,2499.0,5,12495.0,2025-12-17 01:51:00.135969,1.0,Not satisfied,76,UPI,Delivered,11,False,,,0.0,False,2025-12-17
MY148183,CUST28661,Customer_C531,user7697@example.com,Delhi,Levis Jeans,Footwear,Sandals,Vero Moda,5XL,Purple,Unisex,2860.01,2499.0,1,2499.0,2025-05-13 01:51:00.135969,5.0,,62,Net Banking,Delivered,15,True,Late delivery,FREESHIP,300.9307087903213,True,2025-05-13
MY904430,CUST70046,Customer_A334,user8507@example.com,Ahmedabad,HRX Graphic Tee,Women's Clothing,Skirts,Adidas,8,Navy Blue,Unisex,1213.11,699.0,4,2796.0,2025-12-09 01:51:00.135969,4.0,,232,Net Banking,Delivered,3,False,,FREESHIP,92.72887224663465,False,2025-12-09
MY203731,CUST12126,Customer_E405,user3356@example.com,Chennai,W for Women Skirt,Women's Clothing,Jeans,Fastrack,XL,Maroon,Female,1759.4,389.7,1,389.7,2025-12-31 01:51:00.135969,4.0,,406,COD,Out for Delivery,14,False,,FESTIVE40,61.80348387275108,True,2025-12-31
MY506236,CUST82660,Customer_A818,user1403@example.com,Hyderabad,American Tourister Bag,Sports Wear,Track Pants,Adidas,8,Orange,Unisex,7313.4,3999.0,3,11997.0,2025-05-30 01:51:00.135969,2.0,Average,229,Net Banking,Delivered,8,False,,,0.0,True,2025-05-30
MY144551,CUST83261,Customer_D534,user3080@example.com,Hyderabad,Titan Watch,Footwear,Casual Shoes,Levis,XXL,Pink,Unisex,9585.18,4799.2,4,19196.8,2025-11-08 01:51:00.135969,4.0,,419,EMI,Delivered,15,False,,MYNTRA10,560.5858369112576,True,2025-11-08
MY573123,CUST89132,Customer_D915,user3309@example.com,Pune,Bata Sandals,Men's Clothing,T-Shirts,Fastrack,4XL,Orange,Male,1852.25,1299.0,2,2598.0,2025-07-11 01:51:00.135969,4.0,Great product!,46,Debit Card,Delivered,7,False,,FLAT50,205.9341563310115,False,2025-07-11
MY188459,CUST74761,Customer_D872,user8010@example.com,Ahmedabad,Mast & Harbour Jeans,Western Wear,Shorts,Titan,6,Teal,Unisex,2476.0,1899.0,1,1899.0,2025-12-22 01:51:00.135969,4.0,Excellent!,470,Debit Card,Delivered,12,False,,MYNTRA10,52.02495258640242,False,2025-12-22
MY313017,CUST38469,Customer_D116,user2703@example.com,Mumbai,Metro Formal Shoes,Kids' Wear,School Uniforms,Biba,8,Maroon,Unisex,5630.85,3499.0,5,17495.0,2025-09-24 01:51:00.135969,4.0,Delivery was late,170,Net Banking,In Transit,0,False,,,0.0,False,2025-09-24
MY727140,CUST50265,Customer_E132,user7101@example.com,Delhi,Woodland Boots,Accessories,Watches,Manyavar,8,Teal,Unisex,10112.09,5999.0,1,5999.0,2026-02-14 01:51:00.135969,4.0,Delivery was late,108,UPI,Delivered,7,False,,FESTIVE40,1767.6513891877287,False,2026-02-14
MY900007,CUST49099,Customer_A300,user3839@example.com,Mumbai,U.S. Polo Shirt,Footwear,Sports Shoes,Adidas,9,Orange,Female,1866.38,1299.0,4,5196.0,2025-05-09 01:51:00.135969,5.0,,229,UPI,Out for Delivery,2,False,,FLAT50,265.3870892347161,False,2025-05-09
MY130465,CUST64298,Customer_A987,user9795@example.com,Kolkata,Peter England Jacket,Accessories,Jewelry,Roadster,5XL,Green,Female,4874.37,3999.0,5,19995.0,2026-01-08 01:51:00.135969,5.0,Good quality,100,Gift Card,Delivered,3,False,,,0.0,False,2026-01-08
MY865072,CUST51704,Customer_E849,user9486@example.com,Chennai,Allen Solly Sweater,Sports Wear,Track Pants,Biba,S,Blue,Male,3973.15,5375.1,5,26875.52,2025-04-21 01:51:00.135969,5.0,,406,Gift Card,Delivered,20,False,,FLAT50,1020.0157466055649,True,2025-04-21
MY716170,CUST77049,Customer_D748,user5918@example.com,Pune,Nike Running Shoes,Footwear,Formal Shoes,Levis,XXL,Grey,Unisex,8480.24,5999.0,5,29995.0,2025-08-11 01:51:00.135969,1.0,,277,Gift Card,Delivered,1,False,,SUMMER30,1794.1480445786276,False,2025-08-11
MY893590,CUST28565,Customer_C280,user1490@example.com,Mumbai,Nike Running Shoes,Women's Clothing,Dresses,Nike,8,Orange,Unisex,8556.28,5999.0,5,29995.0,2025-11-04 01:51:00.135969,5.0,,135,Gift Card,Delivered,13,False,,,0.0,False,2025-11-04
MY776780,CUST38978,Customer_E597,user703@example.com,Bangalore,Here&Now Top,Women's Clothing,Dresses,Roadster,6,Blue,Male,1596.1,899.0,3,2697.0,2025-06-10 01:51:00.135969,5.0,,161,COD,In Transit,17,False,,,0.0,False,2025-06-10
MY418013,CUST14796,Customer_A156,user4806@example.com,Chennai,Vero Moda Blouse,Footwear,Flip Flops,Maybelline,,Black,Unisex,2324.04,1799.0,3,5397.0,2026-03-07 01:51:00.135969,3.0,Worth the money,148,Debit Card,Delivered,14,False,,,0.0,True,2026-03-07
MY694070,CUST12936,Customer_D658,user2623@example.com,Bangalore,HRX Track Pants,Footwear,Casual Shoes,Titan,5XL,Teal,Male,2244.83,1299.0,1,1299.0,2025-12-16 01:51:00.135969,5.0,,106,UPI,Returned,17,False,,,0.0,False,2025-12-16
MY999814,CUST81422,Customer_B487,user338@example.com,Ahmedabad, Biba Kurta ,Accessories,Sunglasses,Biba,S,Teal,Female,3230.74,2499.0,1,2499.0,2025-09-27 01:51:00.135969,2.0,Perfect fit,342,UPI,Processing,3,False,,FREESHIP,397.22228006187873,False,2025-09-27
MY284923,CUST86330,Customer_A274,user8216@example.com,Mumbai,Mast & Harbour Jeans,Beauty & Personal Care,Fragrances,Maybelline,M,Purple,Male,3209.8,1899.0,1,1899.0,2025-11-21 01:51:00.135969,3.0,,302,COD,Delivered,11,False,,FREESHIP,258.0119987496766,True,2025-11-21
MY774711,CUST30632,Customer_A252,user8447@example.com,Chennai,Decathlon Shorts,Footwear,Sandals,Adidas,XS,White,Male,1249.63,799.0,4,3196.0,2025-11-06 01:51:00.135969,3.0,,229,UPI,Out for Delivery,15,False,,FESTIVE40,91.77795231044743,False,2025-11-06
MY869925,CUST92277,Customer_E749,user4694@example.com,Bangalore,Maybelline Foundation,Kids' Wear,Boys Clothing,Adidas,S,Orange,Unisex,1230.81,799.0,5,3995.0,2026-03-27 01:51:00.135969,5.0,,238,Net Banking,Delivered,5,False,,FLAT50,47.47878003333233,False,2026-03-27
MY141032,CUST88035,Customer_C527,user6102@example.com,Delhi,Jack & Jones Shirt,Women's Clothing,Dresses,Levis,4XL,Pink,Female,3783.14,1899.0,5,9495.0,2026-03-07 01:51:00.135969,3.0,,329,UPI,Delivered,7,True,Size issue,FESTIVE40,525.4762036467947,True,2026-03-07
MY351292,CUST38197,Customer_D800,user9394@example.com,Ahmedabad,Nike Leggings,,Shorts,Puma,M,Yellow,Male,4247.53,2499.0,2,4998.0,2025-04-27 01:51:00.135969,2.0,,251,Net Banking,Delivered,7,False,,MYNTRA10,432.14986866061935,False,2025-04-27
MY570585,CUST41318,Customer_D655,user9476@example.com,Chennai,Decathlon Shorts,Men's Clothing,Jackets,Nykaa,XL,Red,Unisex,1007.76,799.0,2,1598.0,2026-01-25 01:51:00.135969,5.0,,340,Debit Card,Delivered,2,False,,,0.0,False,25/01/2026
MY593483,CUST74069,Customer_E965,user5681@example.com,Chennai,Biba Kurta,Lingerie,Panties,Nykaa,S,Yellow,Female,3398.38,2499.0,2,4998.0,2025-05-06 01:51:00.135969,5.0,,12,Credit Card,Delivered,8,False,,FLAT50,483.22507364472517,False,2025-05-06
MY407352,CUST59374,Customer_C793,user9194@example.com,Kolkata,Lakme Eye Shadow,,Fragrances,Levis,4XL,Orange,Male,559.29,149.7,3,449.1,2025-08-22 01:51:00.135969,4.0,,267,Net Banking,In Transit,9,False,,FREESHIP,26.56437973961923,False,2025-08-22
MY585378,CUST23315,Customer_C412,user2767@example.com,Ahmedabad,Allen Solly Sweater,Men's Clothing,T-Shirts,Titan,6,Black,Male,3960.93,2799.0,5,13995.0,2025-07-22 01:51:00.135969,5.0,,241,Myntra Credit,Delivered,7,False,,WELCOME20,822.155098519089,True,2025-07-22
MY214618,CUST76748,Customer_E732,user8230@example.com,Hyderabad,HRX Graphic Tee,Accessories,Jewelry,Roadster,S,Blue,Male,1254.34,699.0,5,3495.0,2025-08-31 01:51:00.135969,4.0,,454,UPI,Delivered,2,False,,FESTIVE40,196.11591253884484,True,2025-08-31
MY597776,CUST47684,Customer_D205,user7420@example.com,Chennai,W for Women Skirt,Ethnic Wear,Salwar Suits,Titan,XL,Pink,Male,2059.01,1299.0,5,6495.0,2025-07-22 01:51:00.135969,5.0,,65,Myntra Credit,Delivered,6,False,,FLAT50,342.196320213354,False,22/07/2025
MY597776,CUST55851,Customer_C34,user1626@example.com,Bangalore,Mast & Harbour Jeans,Western Wear,Shorts,,9,Yellow,Male,2640.89,1899.0,3,5697.0,2025-10-07 01:51:00.135969,4.0,,149,Debit Card,Delivered,9,False,,,0.0,False,07/10/2025
MY823831,CUST22442,Customer_A292,user4133@example.com,Bangalore,Metro Formal Shoes,Women's Clothing,Dresses,Vero Moda,10,Red,Female,4326.5,3499.0,1,3499.0,2025-11-23 01:51:00.135969,5.0,,267,EMI,Returned,12,False,,,0.0,True,2025-11-23
MY162350,CUST26425,Customer_E976,user6020@example.com,Hyderabad,Adidas Casual,Sports Wear,Sports Bra,Manyavar,3XL,Green,Unisex,8384.33,4499.0,2,8998.0,2026-04-04 01:51:00.135969,5.0,Great product!,343,Invalid Method,Delivered,10,True,Size issue,MYNTRA10,272.6512608432072,True,2026-04-04
MY163418,CUST90786,Customer_E117,user7341@example.com,Hyderabad,Mast & Harbour Jeans,Ethnic Wear,Lehengas,Sassafras,7,Red,Male,2912.72,1899.0,1,1899.0,2026-02-06 01:51:00.135969,5.0,,182,EMI,Cancelled,13,False,,WELCOME20,19.787078149988695,True,2026-02-06
MY467043,CUST19268,Customer_B796,user3369@example.com,Ahmedabad,Fastrack Watch,Women's Clothing,Dresses,Puma,M,Maroon,Female,4264.24,2499.0,1,2499.0,2025-09-25 01:51:00.135969,3.0,,118,Myntra Credit,Delivered,3,False,,,0.0,True,2025-09-25
MY976376,CUST41952,Customer_C993,user7140@example.com,Pune,Bata Sandals,Women's Clothing,Dresses,Anouk,9,Blue,Male,1929.34,1299.0,5,6495.0,2025-06-01 01:51:00.135969,4.0,Not satisfied,413,UPI,Delivered,17,False,,SUMMER30,36.82527233205707,False,2025-06-01
MY635356,CUST10557,Customer_A658,user5335@example.com,Chennai,Libas Lehenga,,Boys Clothing,Biba,XXL,Green,Female,9937.67,8999.0,3,26997.0,2025-05-26 01:51:00.135969,5.0,,24,COD,Delivered,11,False,,FREESHIP,1917.0872058305918,False,2025-05-26
MY562432,CUST30092,Customer_C491,user3787@example.com,Hyderabad,W Kurti,Ethnic Wear,Salwar Suits,Fastrack,3XL,White,Unisex,1935.19,1299.0,2,2598.0,2025-04-30 01:51:00.135969,3.0,Average,447,UPI,Delivered,9,False,,,0.0,True,2025-04-30
MY589993,CUST50602,Customer_B837,user829@example.com,Ahmedabad,Manyavar Sherwani,Accessories,Belts,Maybelline,3XL,Maroon,Male,21831.66,14999.0,2,29998.0,2026-02-05 01:51:00.135969,5.0,,486,Net Banking,Delivered,13,True,Quality issue,WELCOME20,86.87785581236705,False,2026-02-05
MY568811,CUST65281,Customer_D783,user2281@example.com,Mumbai,Woodland Boots,Men's Clothing,Jackets,Lakme,4XL,Purple,Female,10003.58,5999.0,2,11998.0,2026-01-16 01:51:00.135969,3.0,,49,EMI,Delivered,15,False,,WELCOME20,1252.522958911708,False,2026-01-16
MY901466,CUST10935,Customer_C304,user29@example.com,Mumbai,Puma Sports Shoes,Ethnic Wear,Dhotis,Biba,XS,Blue,Female,6334.34,3999.0,5,19995.0,2025-07-09 01:51:00.135969,4.0,,493,Gift Card,Delivered,6,False,,FESTIVE40,320.61113713157766,True,2025-07-09
MY558442,CUST53117,Customer_E78,user8482@example.com,Bangalore,Here&Now Top,Footwear,Casual Shoes,Maybelline,7,Teal,Female,1381.63,899.0,2,1798.0,2025-05-07 01:51:00.135969,3.0,Great product!,295,Myntra Credit,Delivered,12,False,,MYNTRA10,29.43401675790099,True,2025-05-07
